-0.4630862,-1.6693614,3.5436316,3.728024,-5.5326385,-0.9918894,-9.076393,11.949461,-1.4667203,0.7941847
0.6100437,3.1657696,11.726751,6.1691914,-9.614525,0.6307142,1.5615548,-5.5278273,2.6818614,-10.643272
-5.2374744,8.273202,0.6941292,-0.68644327,-0.06301175,-0.76202637,0.3880564,1.4226735,0.03848636,-3.7300773
9.938675,-5.331526,1.3314757,-2.3418167,-2.598699,-0.52699083,1.0535808,2.0632262,-3.6766725,0.24620207
-1.1449994,-3.866757,-1.0048746,-4.967577,8.737457,-2.3139994,-0.16007745,1.8046879,-1.5226343,3.9947338
-6.7074933,10.415111,-0.013157845,-0.47639406,0.7482183,-2.2993193,-1.8535235,3.6119428,-0.35399097,-2.8925464
-5.055899,-2.1095223,-4.788227,-4.4010744,9.6105385,0.40467805,-1.1586946,0.98014915,3.1558576,2.5894647
-5.3336067,-1.3965507,-0.8203343,2.988987,1.451531,-1.6240344,-6.8956366,2.274206,0.048251092,8.954021
-0.37840128,-3.2967825,-1.7146256,-5.667512,2.9619396,6.2214894,5.5087295,-6.6543207,2.2013705,1.0833851
-3.4458342,-6.49514,-5.0536513,-1.2717612,6.2321377,-1.7809291,-7.9991503,4.631115,3.1820912,11.350933
12.424131,-5.5092554,3.2860186,-2.897974,-5.1888604,0.09192163,2.143146,-0.48761058,-2.9111576,-0.59955007
